x,y,z,t_mean_c,t_std_c,n_obs,material,solar_absorptance,u_value_w_m2k,plausible,flag_reason,solar_term_w_m2,u_value_corrected_w_m2k,correction_note
16.1,-0.30000000000000004,-0.30000000000000004,35.09,0.814,132,concrete,0.65,5.9014,1,,0.0,5.9014,
16.1,-0.30000000000000004,1.9000000000000001,34.942,0.927,43,paint,0.6,5.7299,1,,0.0,5.7299,
16.1,-0.1,-0.30000000000000004,35.381,1.052,184,concrete,0.65,6.2388,1,,0.0,6.2388,
16.1,-0.1,1.9000000000000001,35.086,0.925,43,paint,0.6,5.8968,1,,0.0,5.8968,
16.1,0.1,-0.30000000000000004,35.967,1.177,172,concrete,0.65,6.9183,1,,0.0,6.9183,
16.1,0.1,1.9000000000000001,35.348,0.904,42,paint,0.6,6.2006,1,,0.0,6.2006,
16.1,0.30000000000000004,-0.30000000000000004,36.471,1.057,163,concrete,0.65,7.5026,1,,0.0,7.5026,
16.1,0.30000000000000004,1.9000000000000001,35.411,1.062,39,paint,0.6,6.2736,1,,0.0,6.2736,
16.1,0.5,-0.30000000000000004,36.644,1.154,157,concrete,0.65,7.7032,1,,0.0,7.7032,
16.1,0.5,1.9000000000000001,35.507,1.042,39,paint,0.6,6.3849,1,,0.0,6.3849,
16.1,0.7000000000000001,-0.30000000000000004,36.704,1.213,139,concrete,0.65,7.7728,1,,0.0,7.7728,
16.1,0.7000000000000001,1.9000000000000001,35.475,1.061,36,paint,0.6,6.3478,1,,0.0,6.3478,
16.1,0.9,-0.30000000000000004,36.956,0.651,111,concrete,0.65,8.0649,0,implausible,0.0,8.0649,
16.1,0.9,1.9000000000000001,35.539,1.086,31,paint,0.6,6.422,1,,0.0,6.422,
16.1,1.1,-0.30000000000000004,36.778,0.737,133,concrete,0.65,7.8586,1,,0.0,7.8586,
16.1,1.1,1.9000000000000001,35.351,0.959,30,paint,0.6,6.2041,1,,0.0,6.2041,
16.1,1.3,-0.30000000000000004,36.111,1.285,153,concrete,0.65,7.0852,1,,0.0,7.0852,
16.1,1.3,1.9000000000000001,35.35,0.945,38,paint,0.6,6.2029,1,,0.0,6.2029,
16.1,1.5,-0.30000000000000004,35.234,0.921,132,concrete,0.65,6.0684,1,,0.0,6.0684,sud_opaque_no_correction
16.1,1.5,1.9000000000000001,35.032,0.776,36,paint,0.6,5.8342,1,,0.0,5.8342,sud_opaque_no_correction
16.1,1.7000000000000002,-0.30000000000000004,35.016,0.705,116,concrete,0.65,5.8157,1,,0.0,5.8157,sud_opaque_no_correction
16.1,1.7000000000000002,1.9000000000000001,34.751,0.597,42,paint,0.6,5.5084,1,,0.0,5.5084,sud_opaque_no_correction
16.3,-0.7000000000000001,-0.30000000000000004,35.153,0.287,138,concrete,0.65,5.9745,1,,57.4,-2.3442,nord_diffuse_only
16.3,-0.7000000000000001,-0.1,35.189,0.393,207,concrete,0.65,6.0162,1,,57.4,-2.3024,nord_diffuse_only
16.3,-0.7000000000000001,0.1,35.198,0.609,104,glass,0.1,6.0267,1,,8.83,4.7469,nord_diffuse_only
16.3,-0.7000000000000001,0.30000000000000004,35.577,0.728,99,glass,0.1,6.4661,1,,8.83,5.1863,nord_diffuse_only
16.3,-0.7000000000000001,0.5,36.075,0.751,85,glass,0.1,7.0435,1,,8.83,5.7637,nord_diffuse_only
16.3,-0.7000000000000001,0.7000000000000001,36.483,0.841,94,glass,0.1,7.5165,1,,8.83,6.2367,nord_diffuse_only
16.3,-0.7000000000000001,0.9,36.473,0.893,102,glass,0.1,7.5049,1,,8.83,6.2251,nord_diffuse_only
16.3,-0.7000000000000001,1.1,36.361,0.83,85,glass,0.1,7.3751,1,,8.83,6.0953,nord_diffuse_only
16.3,-0.7000000000000001,1.3,36.201,0.832,54,glass,0.1,7.1896,1,,8.83,5.9098,nord_diffuse_only
16.3,-0.7000000000000001,1.5,36.167,0.766,23,glass,0.1,7.1501,1,,8.83,5.8704,nord_diffuse_only
16.3,-0.7000000000000001,1.7000000000000002,35.838,0.804,14,paint,0.6,6.7687,1,,52.98,-0.9101,nord_diffuse_only
16.3,-0.7000000000000001,1.9000000000000001,35.516,1.03,33,paint,0.6,6.3954,1,,52.98,-1.2834,nord_diffuse_only
16.3,-0.5,-0.30000000000000004,34.981,0.532,132,concrete,0.65,5.7751,1,,0.0,5.7751,
16.3,-0.5,1.9000000000000001,35.316,0.818,48,paint,0.6,6.1635,1,,0.0,6.1635,
16.3,-0.30000000000000004,-0.30000000000000004,34.958,0.914,178,concrete,0.65,5.7484,1,,0.0,5.7484,
16.3,-0.30000000000000004,1.9000000000000001,35.32,0.931,46,paint,0.6,6.1681,1,,0.0,6.1681,
16.3,-0.1,-0.30000000000000004,35.281,1.051,112,concrete,0.65,6.1229,1,,0.0,6.1229,
16.3,-0.1,1.9000000000000001,35.461,1.048,40,paint,0.6,6.3316,1,,0.0,6.3316,
16.3,0.1,-0.30000000000000004,35.857,1.134,132,concrete,0.65,6.7907,1,,0.0,6.7907,
16.3,0.1,1.9000000000000001,35.607,1.078,38,paint,0.6,6.5009,1,,0.0,6.5009,
16.3,0.30000000000000004,-0.30000000000000004,35.861,1.097,126,concrete,0.65,6.7954,1,,0.0,6.7954,
16.3,0.30000000000000004,1.9000000000000001,35.807,1.07,41,paint,0.6,6.7328,1,,0.0,6.7328,
16.3,0.5,-0.30000000000000004,36.338,1.064,125,concrete,0.65,7.3484,1,,0.0,7.3484,
16.3,0.5,1.9000000000000001,35.718,1.029,42,paint,0.6,6.6296,1,,0.0,6.6296,
16.3,0.7000000000000001,-0.30000000000000004,36.497,1.061,108,concrete,0.65,7.5328,1,,0.0,7.5328,
16.3,0.7000000000000001,1.9000000000000001,35.859,1.127,53,paint,0.6,6.793,1,,0.0,6.793,
16.3,0.9,-0.30000000000000004,36.311,1.289,104,concrete,0.65,7.3171,1,,0.0,7.3171,
16.3,0.9,1.9000000000000001,35.635,1.087,51,paint,0.6,6.5333,1,,0.0,6.5333,
16.3,1.1,-0.30000000000000004,35.928,1.102,100,concrete,0.65,6.873,1,,0.0,6.873,
16.3,1.1,1.9000000000000001,35.603,1.07,51,paint,0.6,6.4962,1,,0.0,6.4962,
16.3,1.3,-0.30000000000000004,35.454,1.058,90,concrete,0.65,6.3235,1,,0.0,6.3235,
16.3,1.3,1.9000000000000001,35.758,1.18,51,paint,0.6,6.6759,1,,0.0,6.6759,
16.3,1.5,-0.30000000000000004,34.698,0.763,71,concrete,0.65,5.447,1,,0.0,5.447,sud_opaque_no_correction
16.3,1.5,1.9000000000000001,35.522,1.518,43,paint,0.6,6.4023,1,,0.0,6.4023,sud_opaque_no_correction
16.3,1.7000000000000002,-0.30000000000000004,34.658,0.688,71,concrete,0.65,5.4006,1,,0.0,5.4006,sud_opaque_no_correction
16.3,1.7000000000000002,1.9000000000000001,35.123,1.085,42,paint,0.6,5.9397,1,,0.0,5.9397,sud_opaque_no_correction
16.5,-0.7000000000000001,-0.30000000000000004,35.148,0.351,129,concrete,0.65,5.9687,1,,57.4,-2.35,nord_diffuse_only
16.5,-0.7000000000000001,-0.1,35.119,0.398,175,concrete,0.65,5.9351,1,,57.4,-2.3836,nord_diffuse_only
16.5,-0.7000000000000001,0.1,35.264,0.62,109,glass,0.1,6.1032,1,,8.83,4.8234,nord_diffuse_only
16.5,-0.7000000000000001,0.30000000000000004,35.642,0.691,84,glass,0.1,6.5414,1,,8.83,5.2617,nord_diffuse_only
16.5,-0.7000000000000001,0.5,35.934,0.883,86,glass,0.1,6.88,1,,8.83,5.6002,nord_diffuse_only
16.5,-0.7000000000000001,0.7000000000000001,36.402,0.87,97,glass,0.1,7.4226,1,,8.83,6.1428,nord_diffuse_only
16.5,-0.7000000000000001,0.9,36.438,0.894,101,glass,0.1,7.4643,1,,8.83,6.1846,nord_diffuse_only
16.5,-0.7000000000000001,1.1,36.191,0.866,78,glass,0.1,7.178,1,,8.83,5.8982,nord_diffuse_only
16.5,-0.7000000000000001,1.3,36.32,0.769,58,glass,0.1,7.3275,1,,8.83,6.0477,nord_diffuse_only
16.5,-0.7000000000000001,1.5,36.066,0.752,34,glass,0.1,7.033,1,,8.83,5.7532,nord_diffuse_only
16.5,-0.7000000000000001,1.7000000000000002,35.933,0.839,15,paint,0.6,6.8788,1,,52.98,-0.7999,nord_diffuse_only
16.5,-0.7000000000000001,1.9000000000000001,35.334,1.193,25,paint,0.6,6.1843,1,,52.98,-1.4944,nord_diffuse_only
16.5,-0.5,-0.30000000000000004,35.11,0.448,53,concrete,0.65,5.9246,1,,0.0,5.9246,
16.5,-0.5,1.9000000000000001,35.013,0.921,38,paint,0.6,5.8122,1,,0.0,5.8122,
16.5,-0.30000000000000004,-0.30000000000000004,35.04,0.897,79,concrete,0.65,5.8435,1,,0.0,5.8435,
16.5,-0.30000000000000004,1.9000000000000001,34.896,0.836,39,paint,0.6,5.6765,1,,0.0,5.6765,
16.5,-0.1,-0.30000000000000004,35.416,1.019,136,concrete,0.65,6.2794,1,,0.0,6.2794,
16.5,-0.1,1.9000000000000001,35.247,0.906,44,paint,0.6,6.0835,1,,0.0,6.0835,
16.5,0.1,-0.30000000000000004,35.678,0.995,116,concrete,0.65,6.5832,1,,0.0,6.5832,
16.5,0.1,1.9000000000000001,35.654,0.982,45,paint,0.6,6.5554,1,,0.0,6.5554,
16.5,0.30000000000000004,-0.30000000000000004,36.22,1.108,99,concrete,0.65,7.2116,1,,0.0,7.2116,
16.5,0.30000000000000004,1.9000000000000001,35.649,1.06,43,paint,0.6,6.5496,1,,0.0,6.5496,
16.5,0.5,-0.30000000000000004,36.234,1.013,97,concrete,0.65,7.2278,1,,0.0,7.2278,
16.5,0.5,1.9000000000000001,35.671,1.157,44,paint,0.6,6.5751,1,,0.0,6.5751,
16.5,0.7000000000000001,-0.30000000000000004,36.322,0.934,92,concrete,0.65,7.3299,1,,0.0,7.3299,
16.5,0.7000000000000001,1.9000000000000001,35.933,1.276,35,paint,0.6,6.8788,1,,0.0,6.8788,
16.5,0.9,-0.30000000000000004,36.411,0.753,99,concrete,0.65,7.433,1,,0.0,7.433,
16.5,0.9,1.9000000000000001,35.797,1.227,38,paint,0.6,6.7212,1,,0.0,6.7212,
16.5,1.1,-0.30000000000000004,36.253,0.831,96,concrete,0.65,7.2499,1,,0.0,7.2499,
16.5,1.1,1.9000000000000001,36.017,1.271,36,glass,0.1,6.9762,1,,0.0,6.9762,
16.5,1.3,-0.30000000000000004,35.694,1.142,84,concrete,0.65,6.6017,1,,0.0,6.6017,
16.5,1.3,1.9000000000000001,36.061,1.597,25,glass,0.1,7.0272,1,,0.0,7.0272,
16.5,1.5,-0.30000000000000004,35.367,1.191,72,concrete,0.65,6.2226,1,,0.0,6.2226,sud_opaque_no_correction
16.5,1.5,1.9000000000000001,35.326,1.151,22,glass,0.1,6.1751,1,,0.0,6.1751,sud_opaque_no_correction
16.5,1.7000000000000002,-0.30000000000000004,35.0,0.815,86,concrete,0.65,5.7971,1,,0.0,5.7971,sud_opaque_no_correction
16.5,1.7000000000000002,1.9000000000000001,34.952,0.718,25,glass,0.1,5.7414,1,,0.0,5.7414,sud_opaque_no_correction
16.7,-0.7000000000000001,-0.30000000000000004,35.148,0.347,136,concrete,0.65,5.9687,1,,57.4,-2.35,nord_diffuse_only
16.7,-0.7000000000000001,-0.1,35.16,0.439,188,concrete,0.65,5.9826,1,,57.4,-2.3361,nord_diffuse_only
16.7,-0.7000000000000001,0.1,35.251,0.62,106,glass,0.1,6.0881,1,,8.83,4.8083,nord_diffuse_only
16.7,-0.7000000000000001,0.30000000000000004,35.583,0.778,84,glass,0.1,6.473,1,,8.83,5.1932,nord_diffuse_only
16.7,-0.7000000000000001,0.5,36.02,0.867,79,glass,0.1,6.9797,1,,8.83,5.6999,nord_diffuse_only
16.7,-0.7000000000000001,0.7000000000000001,36.325,0.924,90,glass,0.1,7.3333,1,,8.83,6.0535,nord_diffuse_only
16.7,-0.7000000000000001,0.9,36.411,0.931,101,glass,0.1,7.433,1,,8.83,6.1532,nord_diffuse_only
16.7,-0.7000000000000001,1.1,36.371,0.87,76,glass,0.1,7.3867,1,,8.83,6.1069,nord_diffuse_only
16.7,-0.7000000000000001,1.3,35.961,0.73,39,glass,0.1,6.9113,1,,8.83,5.6315,nord_diffuse_only
16.7,-0.7000000000000001,1.5,36.032,0.643,38,glass,0.1,6.9936,1,,8.83,5.7138,nord_diffuse_only
16.7,-0.7000000000000001,1.7000000000000002,35.823,0.729,21,paint,0.6,6.7513,1,,52.98,-0.9275,nord_diffuse_only
16.7,-0.7000000000000001,1.9000000000000001,36.071,0.993,16,paint,0.6,7.0388,1,,52.98,-0.6399,nord_diffuse_only
16.7,-0.5,-0.30000000000000004,35.001,0.681,54,concrete,0.65,5.7983,1,,0.0,5.7983,
16.7,-0.5,1.9000000000000001,34.852,0.824,34,paint,0.6,5.6255,1,,0.0,5.6255,
16.7,-0.30000000000000004,-0.30000000000000004,35.011,0.96,111,concrete,0.65,5.8099,1,,0.0,5.8099,
16.7,-0.30000000000000004,1.9000000000000001,34.913,0.922,31,paint,0.6,5.6962,1,,0.0,5.6962,
16.7,-0.1,-0.30000000000000004,35.29,0.93,76,concrete,0.65,6.1333,1,,0.0,6.1333,
16.7,-0.1,1.9000000000000001,35.08,0.842,30,paint,0.6,5.8899,1,,0.0,5.8899,
16.7,0.1,-0.30000000000000004,35.57,1.11,92,concrete,0.65,6.458,1,,0.0,6.458,
16.7,0.1,1.9000000000000001,35.227,0.799,30,glass,0.1,6.0603,1,,0.0,6.0603,
16.7,0.30000000000000004,-0.30000000000000004,36.326,0.977,98,concrete,0.65,7.3345,1,,0.0,7.3345,
16.7,0.30000000000000004,1.9000000000000001,35.42,0.934,29,glass,0.1,6.2841,1,,0.0,6.2841,
16.7,0.5,-0.30000000000000004,36.761,1.04,101,concrete,0.65,7.8388,1,,0.0,7.8388,
16.7,0.5,1.9000000000000001,35.368,0.87,23,glass,0.1,6.2238,1,,0.0,6.2238,
16.7,0.7000000000000001,-0.30000000000000004,36.92,1.062,99,concrete,0.65,8.0232,0,implausible,0.0,8.0232,
16.7,0.7000000000000001,1.9000000000000001,35.567,1.101,23,glass,0.1,6.4545,1,,0.0,6.4545,
16.7,0.9,-0.30000000000000004,36.969,0.81,97,concrete,0.65,8.08,0,implausible,0.0,8.08,
16.7,0.9,1.9000000000000001,35.51,1.132,21,glass,0.1,6.3884,1,,0.0,6.3884,
16.7,1.1,-0.30000000000000004,36.835,0.762,96,concrete,0.65,7.9246,1,,0.0,7.9246,
16.7,1.1,1.9000000000000001,35.523,1.2,26,glass,0.1,6.4035,1,,0.0,6.4035,
16.7,1.3,-0.30000000000000004,36.478,1.202,97,concrete,0.65,7.5107,1,,0.0,7.5107,
16.7,1.3,1.9000000000000001,35.633,1.055,41,glass,0.1,6.531,1,,0.0,6.531,
16.7,1.5,-0.30000000000000004,35.079,1.444,116,concrete,0.65,5.8887,1,,0.0,5.8887,sud_opaque_no_correction
16.7,1.5,1.9000000000000001,35.324,1.103,39,glass,0.1,6.1728,1,,0.0,6.1728,sud_opaque_no_correction
16.7,1.7000000000000002,-0.30000000000000004,34.664,0.926,85,concrete,0.65,5.4075,1,,0.0,5.4075,sud_opaque_no_correction
16.7,1.7000000000000002,1.9000000000000001,34.929,0.842,42,paint,0.6,5.7148,1,,0.0,5.7148,sud_opaque_no_correction
16.900000000000002,-0.7000000000000001,-0.30000000000000004,35.082,0.344,131,concrete,0.65,5.8922,1,,57.4,-2.4265,nord_diffuse_only
16.900000000000002,-0.7000000000000001,-0.1,35.158,0.45,176,concrete,0.65,5.9803,1,,57.4,-2.3384,nord_diffuse_only
16.900000000000002,-0.7000000000000001,0.1,35.256,0.636,97,glass,0.1,6.0939,1,,8.83,4.8141,nord_diffuse_only
16.900000000000002,-0.7000000000000001,0.30000000000000004,35.553,0.814,94,glass,0.1,6.4383,1,,8.83,5.1585,nord_diffuse_only
16.900000000000002,-0.7000000000000001,0.5,35.857,0.975,84,glass,0.1,6.7907,1,,8.83,5.5109,nord_diffuse_only
16.900000000000002,-0.7000000000000001,0.7000000000000001,36.485,0.838,79,glass,0.1,7.5188,1,,8.83,6.239,nord_diffuse_only
16.900000000000002,-0.7000000000000001,0.9,36.446,0.964,106,glass,0.1,7.4736,1,,8.83,6.1938,nord_diffuse_only
16.900000000000002,-0.7000000000000001,1.1,36.31,0.888,68,glass,0.1,7.3159,1,,8.83,6.0361,nord_diffuse_only
16.900000000000002,-0.7000000000000001,1.3,36.091,0.793,49,glass,0.1,7.062,1,,8.83,5.7822,nord_diffuse_only
16.900000000000002,-0.7000000000000001,1.5,36.025,0.565,34,glass,0.1,6.9855,1,,8.83,5.7057,nord_diffuse_only
16.900000000000002,-0.7000000000000001,1.7000000000000002,36.008,0.787,24,paint,0.6,6.9658,1,,52.98,-0.713,nord_diffuse_only
16.900000000000002,-0.7000000000000001,1.9000000000000001,35.698,0.899,18,paint,0.6,6.6064,1,,52.98,-1.0724,nord_diffuse_only
16.900000000000002,-0.5,-0.30000000000000004,34.932,0.699,94,concrete,0.65,5.7183,1,,0.0,5.7183,
16.900000000000002,-0.5,1.9000000000000001,35.299,1.016,26,paint,0.6,6.1438,1,,0.0,6.1438,
16.900000000000002,-0.30000000000000004,-0.30000000000000004,35.196,1.011,96,concrete,0.65,6.0243,1,,0.0,6.0243,
16.900000000000002,-0.30000000000000004,1.9000000000000001,35.552,1.367,27,paint,0.6,6.4371,1,,0.0,6.4371,
16.900000000000002,-0.1,-0.30000000000000004,35.374,1.096,115,concrete,0.65,6.2307,1,,0.0,6.2307,
16.900000000000002,-0.1,1.9000000000000001,35.74,1.325,24,paint,0.6,6.6551,1,,0.0,6.6551,
16.900000000000002,0.1,-0.30000000000000004,35.947,0.992,90,concrete,0.65,6.8951,1,,0.0,6.8951,
16.900000000000002,0.1,1.9000000000000001,36.033,1.413,28,paint,0.6,6.9948,1,,0.0,6.9948,
16.900000000000002,0.30000000000000004,-0.30000000000000004,36.388,0.987,113,concrete,0.65,7.4064,1,,0.0,7.4064,
16.900000000000002,0.30000000000000004,1.9000000000000001,36.317,1.474,29,paint,0.6,7.3241,1,,0.0,7.3241,
16.900000000000002,0.5,-0.30000000000000004,36.49,0.874,139,concrete,0.65,7.5246,1,,0.0,7.5246,
16.900000000000002,0.5,1.9000000000000001,36.362,1.569,33,paint,0.6,7.3762,1,,0.0,7.3762,
16.900000000000002,0.7000000000000001,-0.30000000000000004,36.647,0.916,120,concrete,0.65,7.7067,1,,0.0,7.7067,
16.900000000000002,0.7000000000000001,1.9000000000000001,36.578,1.595,36,paint,0.6,7.6267,1,,0.0,7.6267,
16.900000000000002,0.9,-0.30000000000000004,36.369,1.177,93,concrete,0.65,7.3843,1,,0.0,7.3843,
16.900000000000002,0.9,1.9000000000000001,36.338,1.564,43,paint,0.6,7.3484,1,,0.0,7.3484,
16.900000000000002,1.1,-0.30000000000000004,35.805,1.408,106,concrete,0.65,6.7304,1,,0.0,6.7304,
16.900000000000002,1.1,1.9000000000000001,36.528,1.536,38,glass,0.1,7.5687,1,,0.0,7.5687,
16.900000000000002,1.3,-0.30000000000000004,35.382,1.536,109,concrete,0.65,6.24,1,,0.0,6.24,
16.900000000000002,1.3,1.9000000000000001,36.304,1.34,32,paint,0.6,7.309,1,,0.0,7.309,
16.900000000000002,1.5,-0.30000000000000004,35.359,1.471,93,concrete,0.65,6.2133,1,,0.0,6.2133,sud_opaque_no_correction
16.900000000000002,1.5,1.9000000000000001,35.927,1.247,31,glass,0.1,6.8719,1,,0.0,6.8719,sud_opaque_no_correction
16.900000000000002,1.7000000000000002,-0.30000000000000004,35.055,1.296,95,concrete,0.65,5.8609,1,,0.0,5.8609,sud_opaque_no_correction
16.900000000000002,1.7000000000000002,1.9000000000000001,35.264,0.826,32,glass,0.1,6.1032,1,,0.0,6.1032,sud_opaque_no_correction
17.1,-0.7000000000000001,-0.30000000000000004,35.087,0.398,150,concrete,0.65,5.898,1,,57.4,-2.4207,nord_diffuse_only
17.1,-0.7000000000000001,-0.1,35.14,0.409,207,concrete,0.65,5.9594,1,,57.4,-2.3592,nord_diffuse_only
17.1,-0.7000000000000001,0.1,35.25,0.671,124,glass,0.1,6.087,1,,8.83,4.8072,nord_diffuse_only
17.1,-0.7000000000000001,0.30000000000000004,35.546,0.826,97,glass,0.1,6.4301,1,,8.83,5.1504,nord_diffuse_only
17.1,-0.7000000000000001,0.5,36.024,0.855,89,glass,0.1,6.9843,1,,8.83,5.7046,nord_diffuse_only
17.1,-0.7000000000000001,0.7000000000000001,36.284,1.01,93,glass,0.1,7.2858,1,,8.83,6.006,nord_diffuse_only
17.1,-0.7000000000000001,0.9,36.446,0.985,115,glass,0.1,7.4736,1,,8.83,6.1938,nord_diffuse_only
17.1,-0.7000000000000001,1.1,36.235,0.836,79,glass,0.1,7.229,1,,8.83,5.9492,nord_diffuse_only
17.1,-0.7000000000000001,1.3,36.222,0.78,62,glass,0.1,7.2139,1,,8.83,5.9341,nord_diffuse_only
17.1,-0.7000000000000001,1.5,36.067,0.652,35,glass,0.1,7.0342,1,,8.83,5.7544,nord_diffuse_only
17.1,-0.7000000000000001,1.7000000000000002,35.958,0.812,37,paint,0.6,6.9078,1,,52.98,-0.7709,nord_diffuse_only
17.1,-0.7000000000000001,1.9000000000000001,35.472,0.902,24,paint,0.6,6.3443,1,,52.98,-1.3344,nord_diffuse_only
17.1,-0.5,-0.30000000000000004,34.78,0.875,94,concrete,0.65,5.542,1,,0.0,5.542,
17.1,-0.5,1.9000000000000001,35.347,0.898,35,paint,0.6,6.1994,1,,0.0,6.1994,
17.1,-0.30000000000000004,-0.30000000000000004,35.075,0.883,96,concrete,0.65,5.8841,1,,0.0,5.8841,
17.1,-0.30000000000000004,1.9000000000000001,36.131,1.368,40,paint,0.6,7.1084,1,,0.0,7.1084,
17.1,-0.1,-0.30000000000000004,35.341,0.992,84,concrete,0.65,6.1925,1,,0.0,6.1925,
17.1,-0.1,1.9000000000000001,36.192,1.347,41,paint,0.6,7.1791,1,,0.0,7.1791,
17.1,0.1,-0.30000000000000004,35.557,1.034,99,concrete,0.65,6.4429,1,,0.0,6.4429,
17.1,0.1,1.9000000000000001,36.611,1.473,38,paint,0.6,7.6649,1,,0.0,7.6649,
17.1,0.30000000000000004,-0.30000000000000004,36.154,1.104,134,concrete,0.65,7.1351,1,,0.0,7.1351,
17.1,0.30000000000000004,1.9000000000000001,36.424,1.493,36,paint,0.6,7.4481,1,,0.0,7.4481,
17.1,0.5,-0.30000000000000004,36.663,0.887,92,concrete,0.65,7.7252,1,,0.0,7.7252,
17.1,0.5,1.9000000000000001,36.626,1.44,35,paint,0.6,7.6823,1,,0.0,7.6823,
17.1,0.7000000000000001,-0.30000000000000004,36.61,1.082,98,concrete,0.65,7.6638,1,,0.0,7.6638,
17.1,0.7000000000000001,1.9000000000000001,36.694,1.564,28,paint,0.6,7.7612,1,,0.0,7.7612,
17.1,0.9,-0.30000000000000004,36.351,1.38,105,concrete,0.65,7.3635,1,,0.0,7.3635,
17.1,0.9,1.9000000000000001,36.634,1.466,26,glass,0.1,7.6916,1,,0.0,7.6916,
17.1,1.1,-0.30000000000000004,36.182,1.188,102,concrete,0.65,7.1675,1,,0.0,7.1675,
17.1,1.1,1.9000000000000001,36.372,1.693,26,glass,0.1,7.3878,1,,0.0,7.3878,
17.1,1.3,-0.30000000000000004,35.636,1.511,112,concrete,0.65,6.5345,1,,0.0,6.5345,
17.1,1.3,1.9000000000000001,36.36,1.369,33,paint,0.6,7.3739,1,,0.0,7.3739,
17.1,1.5,-0.30000000000000004,35.035,1.656,105,concrete,0.65,5.8377,1,,0.0,5.8377,sud_opaque_no_correction
17.1,1.5,1.9000000000000001,35.981,1.457,33,paint,0.6,6.9345,1,,0.0,6.9345,sud_opaque_no_correction
17.1,1.7000000000000002,-0.30000000000000004,34.745,1.411,88,concrete,0.65,5.5014,1,,0.0,5.5014,sud_opaque_no_correction
17.1,1.7000000000000002,1.9000000000000001,35.31,1.095,31,paint,0.6,6.1565,1,,0.0,6.1565,sud_opaque_no_correction
17.3,-0.7000000000000001,-0.30000000000000004,34.956,0.606,156,concrete,0.65,5.7461,1,,57.4,-2.5726,nord_diffuse_only
17.3,-0.7000000000000001,-0.1,34.898,0.785,234,concrete,0.65,5.6788,1,,57.4,-2.6398,nord_diffuse_only
17.3,-0.7000000000000001,0.1,35.089,0.805,125,glass,0.1,5.9003,1,,8.83,4.6205,nord_diffuse_only
17.3,-0.7000000000000001,0.30000000000000004,35.45,0.837,101,glass,0.1,6.3188,1,,8.83,5.039,nord_diffuse_only
17.3,-0.7000000000000001,0.5,35.868,0.975,102,glass,0.1,6.8035,1,,8.83,5.5237,nord_diffuse_only
17.3,-0.7000000000000001,0.7000000000000001,35.939,1.034,109,glass,0.1,6.8858,1,,8.83,5.606,nord_diffuse_only
17.3,-0.7000000000000001,0.9,36.337,1.094,102,glass,0.1,7.3472,1,,8.83,6.0675,nord_diffuse_only
17.3,-0.7000000000000001,1.1,36.227,0.907,77,glass,0.1,7.2197,1,,8.83,5.9399,nord_diffuse_only
17.3,-0.7000000000000001,1.3,36.236,0.763,54,glass,0.1,7.2301,1,,8.83,5.9504,nord_diffuse_only
17.3,-0.7000000000000001,1.5,36.053,0.575,33,glass,0.1,7.018,1,,8.83,5.7382,nord_diffuse_only
17.3,-0.7000000000000001,1.7000000000000002,35.646,0.562,33,paint,0.6,6.5461,1,,52.98,-1.1327,nord_diffuse_only
17.3,-0.7000000000000001,1.9000000000000001,35.676,0.681,17,paint,0.6,6.5809,1,,52.98,-1.0979,nord_diffuse_only
17.3,-0.5,-0.30000000000000004,34.534,0.761,119,concrete,0.65,5.2568,1,,0.0,5.2568,
17.3,-0.5,1.9000000000000001,35.308,1.154,31,paint,0.6,6.1542,1,,0.0,6.1542,
17.3,-0.30000000000000004,-0.30000000000000004,34.966,0.929,148,concrete,0.65,5.7577,1,,0.0,5.7577,
17.3,-0.30000000000000004,1.9000000000000001,35.849,1.328,27,glass,0.1,6.7814,1,,0.0,6.7814,
17.3,-0.1,-0.30000000000000004,35.361,1.02,148,concrete,0.65,6.2157,1,,0.0,6.2157,
17.3,-0.1,1.9000000000000001,36.243,1.313,26,glass,0.1,7.2383,1,,0.0,7.2383,
17.3,0.1,-0.30000000000000004,36.063,1.037,106,concrete,0.65,7.0296,1,,0.0,7.0296,
17.3,0.1,1.9000000000000001,36.613,1.55,24,paint,0.6,7.6672,1,,0.0,7.6672,
17.3,0.30000000000000004,-0.30000000000000004,36.35,1.03,80,concrete,0.65,7.3623,1,,0.0,7.3623,
17.3,0.30000000000000004,1.9000000000000001,36.621,1.617,25,paint,0.6,7.6765,1,,0.0,7.6765,
17.3,0.5,-0.30000000000000004,36.321,0.803,74,concrete,0.65,7.3287,1,,0.0,7.3287,
17.3,0.5,1.9000000000000001,36.689,1.6,30,glass,0.1,7.7554,1,,0.0,7.7554,
17.3,0.7000000000000001,-0.30000000000000004,36.614,1.1,78,concrete,0.65,7.6684,1,,0.0,7.6684,
17.3,0.7000000000000001,1.9000000000000001,36.874,1.665,30,glass,0.1,7.9699,1,,0.0,7.9699,
17.3,0.9,-0.30000000000000004,35.915,1.493,81,concrete,0.65,6.858,1,,0.0,6.858,
17.3,0.9,1.9000000000000001,36.577,1.815,33,glass,0.1,7.6255,1,,0.0,7.6255,
17.3,1.1,-0.30000000000000004,35.999,1.386,91,concrete,0.65,6.9554,1,,0.0,6.9554,
17.3,1.1,1.9000000000000001,36.634,1.541,33,glass,0.1,7.6916,1,,0.0,7.6916,
17.3,1.3,-0.30000000000000004,36.103,1.37,72,concrete,0.65,7.0759,1,,0.0,7.0759,
